timestamp,scan_number,ch_00,ch_01,ch_02,ch_03,ch_04,system_file,system_id
2025-11-25 15:37:57.912,549,578.197472,105.142557,114.893821,71.652187,65.77882,biomass\25112025.csv,25112025
2025-11-25 15:38:07.912,550,580.12046,106.357211,114.937887,70.7967464,65.4149202,biomass\25112025.csv,25112025
2025-11-25 15:38:17.912,551,580.72839,107.568712,114.628825,71.2063259,65.4099328,biomass\25112025.csv,25112025
2025-11-25 15:38:27.912,552,580.702565,108.553264,114.482835,71.1463499,65.5992235,biomass\25112025.csv,25112025
2025-11-25 15:38:37.912,553,582.067861,109.322718,114.027209,71.0832031,65.7048941,biomass\25112025.csv,25112025
2025-11-25 15:38:47.912,554,582.770386,109.688946,114.038161,70.6288856,65.6833791,biomass\25112025.csv,25112025
2025-11-25 15:38:57.912,555,583.099626,110.28669,113.929488,71.1297509,65.7626183,biomass\25112025.csv,25112025
2025-11-25 15:39:07.912,556,582.960021,110.338263,113.678594,71.8633696,65.9333517,biomass\25112025.csv,25112025
2025-11-25 15:39:17.912,557,582.810626,110.305324,113.251213,71.5435106,65.5879239,biomass\25112025.csv,25112025
2025-11-25 15:39:27.912,558,582.947168,111.290469,113.220673,71.5741623,65.7592252,biomass\25112025.csv,25112025
2025-11-25 15:39:37.912,559,582.838509,111.972382,113.026628,71.5292564,65.5272561,biomass\25112025.csv,25112025
2025-11-25 15:39:47.912,560,582.958525,112.782141,113.035455,71.7942243,65.8275653,biomass\25112025.csv,25112025
2025-11-25 15:39:57.912,561,582.588401,113.396152,112.849225,71.4186417,66.0242262,biomass\25112025.csv,25112025
2025-11-25 15:40:07.912,562,582.410889,113.873387,112.133032,71.3910549,66.0709809,biomass\25112025.csv,25112025
2025-11-25 15:40:17.912,563,582.03194,114.85049,112.256413,71.9118342,65.8282138,biomass\25112025.csv,25112025
2025-11-25 15:40:27.912,564,581.710279,116.538194,112.228404,71.7086489,65.7663569,biomass\25112025.csv,25112025
2025-11-25 15:40:37.912,565,581.387349,118.210394,112.253542,72.7541422,66.5206637,biomass\25112025.csv,25112025
2025-11-25 15:40:47.912,566,581.112982,119.812854,112.239856,72.4834154,66.6440933,biomass\25112025.csv,25112025
2025-11-25 15:40:57.912,567,580.754673,122.058249,112.063024,72.1964906,66.6756113,biomass\25112025.csv,25112025
2025-11-25 15:41:07.912,568,580.388336,126.263759,112.444298,72.6769174,67.1171658,biomass\25112025.csv,25112025
2025-11-25 15:41:17.912,569,580.182074,125.864871,112.049485,73.4675715,67.2067988,biomass\25112025.csv,25112025
2025-11-25 15:41:27.912,570,580.420823,128.467181,112.52762,73.9460341,67.497222,biomass\25112025.csv,25112025
2025-11-25 15:41:37.912,571,580.88778,130.615501,112.248738,73.764561,67.8751087,biomass\25112025.csv,25112025
2025-11-25 15:41:47.912,572,581.828847,133.105235,112.533689,74.2053013,68.2070226,biomass\25112025.csv,25112025
2025-11-25 15:41:57.912,573,584.825596,139.13928,112.292598,74.4175552,68.6346646,biomass\25112025.csv,25112025
2025-11-25 15:42:07.912,574,588.346409,146.092463,112.543034,74.7510068,68.9408907,biomass\25112025.csv,25112025
